"","state","sex","age","race","party","n"
"4486","TX","Female","35-44","Other","Republican",90949
"4487","TX","Female","45-54","Black","Democratic",106401
"4488","TX","Female","45-54","Black","Other",8
"4489","TX","Female","45-54","Black","Republican",1281
"4490","TX","Female","45-54","Non-Hispanic White","Democratic",127504
"4491","TX","Female","45-54","Non-Hispanic White","Other",126605
"4492","TX","Female","45-54","Non-Hispanic White","Republican",372162
"4493","TX","Female","45-54","Other","Democratic",290633
"4494","TX","Female","45-54","Other","Other",37043
"4495","TX","Female","45-54","Other","Republican",108240
"4496","TX","Female","55-64","Black","Democratic",102513
"4497","TX","Female","55-64","Black","Other",16
"4498","TX","Female","55-64","Black","Republican",1397
"4499","TX","Female","55-64","Non-Hispanic White","Democratic",158896
"4500","TX","Female","55-64","Non-Hispanic White","Other",111512
"4501","TX","Female","55-64","Non-Hispanic White","Republican",445384
"4502","TX","Female","55-64","Other","Democratic",245394
"4503","TX","Female","55-64","Other","Other",27879
"4504","TX","Female","55-64","Other","Republican",102898
"4505","TX","Female","<25","Black","Democratic",53488
"4506","TX","Female","<25","Black","Other",1
"4507","TX","Female","<25","Black","Republican",200
"4508","TX","Female","<25","Non-Hispanic White","Democratic",70161
"4509","TX","Female","<25","Non-Hispanic White","Other",88135
"4510","TX","Female","<25","Non-Hispanic White","Republican",135110
"4511","TX","Female","<25","Other","Democratic",252854
"4512","TX","Female","<25","Other","Other",22575
"4513","TX","Female","<25","Other","Republican",32467
"4514","TX","Female",">65","Black","Democratic",110629
"4515","TX","Female",">65","Black","Other",19
"4516","TX","Female",">65","Black","Republican",1969
"4517","TX","Female",">65","Non-Hispanic White","Democratic",224853
"4518","TX","Female",">65","Non-Hispanic White","Other",121635
"4519","TX","Female",">65","Non-Hispanic White","Republican",600147
"4520","TX","Female",">65","Other","Democratic",273734
"4521","TX","Female",">65","Other","Other",27692
"4522","TX","Female",">65","Other","Republican",108996
"4523","TX","Male","25-34","Black","Democratic",78930
"4524","TX","Male","25-34","Black","Other",6
"4525","TX","Male","25-34","Black","Republican",632
"4526","TX","Male","25-34","Non-Hispanic White","Democratic",99889
"4527","TX","Male","25-34","Non-Hispanic White","Other",153224
"4528","TX","Male","25-34","Non-Hispanic White","Republican",221652
"4529","TX","Male","25-34","Other","Democratic",280016
"4530","TX","Male","25-34","Other","Other",61436
"4531","TX","Male","25-34","Other","Republican",57104
"4532","TX","Male","35-44","Black","Democratic",75858
"4533","TX","Male","35-44","Black","Other",5
"4534","TX","Male","35-44","Black","Republican",962
"4535","TX","Male","35-44","Non-Hispanic White","Democratic",95049
"4536","TX","Male","35-44","Non-Hispanic White","Other",118863
"4537","TX","Male","35-44","Non-Hispanic White","Republican",266770
"4538","TX","Male","35-44","Other","Democratic",219501
"4539","TX","Male","35-44","Other","Other",78555
"4540","TX","Male","35-44","Other","Republican",77389
"4541","TX","Male","45-54","Black","Democratic",81066
"4542","TX","Male","45-54","Black","Other",10
"4543","TX","Male","45-54","Black","Republican",1226
"4544","TX","Male","45-54","Non-Hispanic White","Democratic",110641
"4545","TX","Male","45-54","Non-Hispanic White","Other",115096
"4546","TX","Male","45-54","Non-Hispanic White","Republican",367874
"4547","TX","Male","45-54","Other","Democratic",213649
"4548","TX","Male","45-54","Other","Other",70630
"4549","TX","Male","45-54","Other","Republican",102372
"4550","TX","Male","55-64","Black","Democratic",80233
"4551","TX","Male","55-64","Black","Other",16
"4552","TX","Male","55-64","Black","Republican",1504
"4553","TX","Male","55-64","Non-Hispanic White","Democratic",127179
"4554","TX","Male","55-64","Non-Hispanic White","Other",98157
"4555","TX","Male","55-64","Non-Hispanic White","Republican",442758
"4556","TX","Male","55-64","Other","Democratic",185892
"4557","TX","Male","55-64","Other","Other",50322
"4558","TX","Male","55-64","Other","Republican",98512
"4559","TX","Male","<25","Black","Democratic",47342
"4560","TX","Male","<25","Black","Other",3
"4561","TX","Male","<25","Black","Republican",219
"4562","TX","Male","<25","Non-Hispanic White","Democratic",58815
"4563","TX","Male","<25","Non-Hispanic White","Other",91020
"4564","TX","Male","<25","Non-Hispanic White","Republican",142162
"4565","TX","Male","<25","Other","Democratic",233268
"4566","TX","Male","<25","Other","Other",23986
"4567","TX","Male","<25","Other","Republican",32647
"4568","TX","Male",">65","Black","Democratic",72151
"4569","TX","Male",">65","Black","Other",9
"4570","TX","Male",">65","Black","Republican",2083
"4571","TX","Male",">65","Non-Hispanic White","Democratic",161105
"4572","TX","Male",">65","Non-Hispanic White","Other",74675
"4573","TX","Male",">65","Non-Hispanic White","Republican",571820
"4574","TX","Male",">65","Other","Democratic",196135
"4575","TX","Male",">65","Other","Other",35299
"4576","TX","Male",">65","Other","Republican",106556
"4577","UT","Female","25-34","Black","Democratic",105
"4578","UT","Female","25-34","Black","Other",74
"4579","UT","Female","25-34","Black","Republican",17
"4580","UT","Female","25-34","Non-Hispanic White","Democratic",10089
"4581","UT","Female","25-34","Non-Hispanic White","Other",40788
"4582","UT","Female","25-34","Non-Hispanic White","Republican",41319
"4583","UT","Female","25-34","Other","Democratic",4421
"4584","UT","Female","25-34","Other","Other",10415
"4585","UT","Female","25-34","Other","Republican",6358
"4586","UT","Female","35-44","Black","Democratic",135
"4587","UT","Female","35-44","Black","Other",109
"4588","UT","Female","35-44","Black","Republican",27
"4589","UT","Female","35-44","Non-Hispanic White","Democratic",15897
"4590","UT","Female","35-44","Non-Hispanic White","Other",56370
"4591","UT","Female","35-44","Non-Hispanic White","Republican",64417
"4592","UT","Female","35-44","Other","Democratic",7152
"4593","UT","Female","35-44","Other","Other",15064
"4594","UT","Female","35-44","Other","Republican",9316
"4595","UT","Female","45-54","Black","Democratic",49
"4596","UT","Female","45-54","Black","Other",42
"4597","UT","Female","45-54","Black","Republican",15
"4598","UT","Female","45-54","Non-Hispanic White","Democratic",9058
"4599","UT","Female","45-54","Non-Hispanic White","Other",33213
"4600","UT","Female","45-54","Non-Hispanic White","Republican",46748
"4601","UT","Female","45-54","Other","Democratic",3292
"4602","UT","Female","45-54","Other","Other",7697
"4603","UT","Female","45-54","Other","Republican",6179
"4604","UT","Female","55-64","Black","Democratic",45
"4605","UT","Female","55-64","Black","Other",41
"4606","UT","Female","55-64","Black","Republican",20
"4607","UT","Female","55-64","Non-Hispanic White","Democratic",9781
"4608","UT","Female","55-64","Non-Hispanic White","Other",35089
"4609","UT","Female","55-64","Non-Hispanic White","Republican",51984
"4610","UT","Female","55-64","Other","Democratic",2908
"4611","UT","Female","55-64","Other","Other",6947
"4612","UT","Female","55-64","Other","Republican",5898
"4613","UT","Female","<25","Black","Democratic",25
"4614","UT","Female","<25","Black","Other",32
"4615","UT","Female","<25","Black","Republican",5
"4616","UT","Female","<25","Non-Hispanic White","Democratic",2755
"4617","UT","Female","<25","Non-Hispanic White","Other",11833
"4618","UT","Female","<25","Non-Hispanic White","Republican",12039
"4619","UT","Female","<25","Other","Democratic",1613
"4620","UT","Female","<25","Other","Other",3701
"4621","UT","Female","<25","Other","Republican",1851
"4622","UT","Female",">65","Black","Democratic",43
"4623","UT","Female",">65","Black","Other",19
"4624","UT","Female",">65","Black","Republican",24
"4625","UT","Female",">65","Non-Hispanic White","Democratic",11846
"4626","UT","Female",">65","Non-Hispanic White","Other",38375
"4627","UT","Female",">65","Non-Hispanic White","Republican",74158
"4628","UT","Female",">65","Other","Democratic",2954
"4629","UT","Female",">65","Other","Other",7085
"4630","UT","Female",">65","Other","Republican",7252
"4631","UT","Male","25-34","Black","Democratic",79
"4632","UT","Male","25-34","Black","Other",58
"4633","UT","Male","25-34","Black","Republican",12
"4634","UT","Male","25-34","Non-Hispanic White","Democratic",8556
"4635","UT","Male","25-34","Non-Hispanic White","Other",43482
"4636","UT","Male","25-34","Non-Hispanic White","Republican",39427
"4637","UT","Male","25-34","Other","Democratic",2828
"4638","UT","Male","25-34","Other","Other",9325
"4639","UT","Male","25-34","Other","Republican",5049
"4640","UT","Male","35-44","Black","Democratic",106
"4641","UT","Male","35-44","Black","Other",110
"4642","UT","Male","35-44","Black","Republican",24
"4643","UT","Male","35-44","Non-Hispanic White","Democratic",12605
"4644","UT","Male","35-44","Non-Hispanic White","Other",59763
"4645","UT","Male","35-44","Non-Hispanic White","Republican",60906
"4646","UT","Male","35-44","Other","Democratic",4994
"4647","UT","Male","35-44","Other","Other",13556
"4648","UT","Male","35-44","Other","Republican",7703
"4649","UT","Male","45-54","Black","Democratic",52
"4650","UT","Male","45-54","Black","Other",37
"4651","UT","Male","45-54","Black","Republican",21
"4652","UT","Male","45-54","Non-Hispanic White","Democratic",6761
"4653","UT","Male","45-54","Non-Hispanic White","Other",34471
"4654","UT","Male","45-54","Non-Hispanic White","Republican",44471
"4655","UT","Male","45-54","Other","Democratic",2538
"4656","UT","Male","45-54","Other","Other",7327
"4657","UT","Male","45-54","Other","Republican",5316
"4658","UT","Male","55-64","Black","Democratic",37
"4659","UT","Male","55-64","Black","Other",34
"4660","UT","Male","55-64","Black","Republican",16
"4661","UT","Male","55-64","Non-Hispanic White","Democratic",6977
"4662","UT","Male","55-64","Non-Hispanic White","Other",34095
"4663","UT","Male","55-64","Non-Hispanic White","Republican",47322
"4664","UT","Male","55-64","Other","Democratic",2319
"4665","UT","Male","55-64","Other","Other",6548
"4666","UT","Male","55-64","Other","Republican",5147
"4667","UT","Male","<25","Black","Democratic",22
"4668","UT","Male","<25","Black","Other",28
"4669","UT","Male","<25","Black","Republican",7
"4670","UT","Male","<25","Non-Hispanic White","Democratic",2475
"4671","UT","Male","<25","Non-Hispanic White","Other",13514
"4672","UT","Male","<25","Non-Hispanic White","Republican",12094
"4673","UT","Male","<25","Other","Democratic",1132
"4674","UT","Male","<25","Other","Other",3411
"4675","UT","Male","<25","Other","Republican",1661
"4676","UT","Male",">65","Black","Democratic",38
"4677","UT","Male",">65","Black","Other",32
"4678","UT","Male",">65","Black","Republican",16
"4679","UT","Male",">65","Non-Hispanic White","Democratic",8435
"4680","UT","Male",">65","Non-Hispanic White","Other",35072
"4681","UT","Male",">65","Non-Hispanic White","Republican",64583
"4682","UT","Male",">65","Other","Democratic",2246
"4683","UT","Male",">65","Other","Other",6303
"4684","UT","Male",">65","Other","Republican",6211
"4685","VT","Female","25-34","Black","Democratic",35
"4686","VT","Female","25-34","Black","Republican",3
"4687","VT","Female","25-34","Non-Hispanic White","Democratic",19929
"4688","VT","Female","25-34","Non-Hispanic White","Other",1847
"4689","VT","Female","25-34","Non-Hispanic White","Republican",1994
"4690","VT","Female","25-34","Other","Democratic",3850
"4691","VT","Female","25-34","Other","Other",316
"4692","VT","Female","25-34","Other","Republican",261
"4693","VT","Female","35-44","Black","Democratic",37
"4694","VT","Female","35-44","Black","Other",1
"4695","VT","Female","35-44","Black","Republican",3
"4696","VT","Female","35-44","Non-Hispanic White","Democratic",19141
"4697","VT","Female","35-44","Non-Hispanic White","Other",3535
"4698","VT","Female","35-44","Non-Hispanic White","Republican",5097
"4699","VT","Female","35-44","Other","Democratic",3304
"4700","VT","Female","35-44","Other","Other",523
"4701","VT","Female","35-44","Other","Republican",578
"4702","VT","Female","45-54","Black","Democratic",29
"4703","VT","Female","45-54","Black","Republican",2
"4704","VT","Female","45-54","Non-Hispanic White","Democratic",20672
"4705","VT","Female","45-54","Non-Hispanic White","Other",2388
"4706","VT","Female","45-54","Non-Hispanic White","Republican",7657
"4707","VT","Female","45-54","Other","Democratic",3270
"4708","VT","Female","45-54","Other","Other",293
"4709","VT","Female","45-54","Other","Republican",864
"4710","VT","Female","55-64","Black","Democratic",31
"4711","VT","Female","55-64","Black","Republican",5
"4712","VT","Female","55-64","Non-Hispanic White","Democratic",25424
"4713","VT","Female","55-64","Non-Hispanic White","Other",2775
"4714","VT","Female","55-64","Non-Hispanic White","Republican",8968
"4715","VT","Female","55-64","Other","Democratic",3572
"4716","VT","Female","55-64","Other","Other",356
"4717","VT","Female","55-64","Other","Republican",923
"4718","VT","Female","<25","Black","Democratic",11
"4719","VT","Female","<25","Black","Republican",1
"4720","VT","Female","<25","Non-Hispanic White","Democratic",9687
"4721","VT","Female","<25","Non-Hispanic White","Other",208
"4722","VT","Female","<25","Non-Hispanic White","Republican",589
"4723","VT","Female","<25","Other","Democratic",1983
"4724","VT","Female","<25","Other","Other",34
"4725","VT","Female","<25","Other","Republican",88
"4726","VT","Female",">65","Black","Democratic",24
"4727","VT","Female",">65","Black","Republican",5
"4728","VT","Female",">65","Non-Hispanic White","Democratic",26209
"4729","VT","Female",">65","Non-Hispanic White","Other",7548
"4730","VT","Female",">65","Non-Hispanic White","Republican",13788
"4731","VT","Female",">65","Other","Democratic",3587
"4732","VT","Female",">65","Other","Other",884
"4733","VT","Female",">65","Other","Republican",1460
"4734","VT","Male","25-34","Black","Democratic",30
"4735","VT","Male","25-34","Non-Hispanic White","Democratic",9036
"4736","VT","Male","25-34","Non-Hispanic White","Other",9801
"4737","VT","Male","25-34","Non-Hispanic White","Republican",3556
"4738","VT","Male","25-34","Other","Democratic",1895
"4739","VT","Male","25-34","Other","Other",1786
"4740","VT","Male","25-34","Other","Republican",479
"4741","VT","Male","35-44","Black","Democratic",30
"4742","VT","Male","35-44","Black","Republican",1
"4743","VT","Male","35-44","Non-Hispanic White","Democratic",9888
"4744","VT","Male","35-44","Non-Hispanic White","Other",7921
"4745","VT","Male","35-44","Non-Hispanic White","Republican",6121
