"","sex","age","race","party","district","state","n"
"37972","Male","55-64","Black","Republican",1,"SD",9
"37973","Male","55-64","Non-Hispanic White","Democratic",1,"SD",12011
"37974","Male","55-64","Non-Hispanic White","Other",1,"SD",6777
"37975","Male","55-64","Non-Hispanic White","Republican",1,"SD",20035
"37976","Male","55-64","Other","Democratic",1,"SD",2520
"37977","Male","55-64","Other","Other",1,"SD",1395
"37978","Male","55-64","Other","Republican",1,"SD",3430
"37979","Male","<25","Black","Democratic",1,"SD",28
"37980","Male","<25","Black","Other",1,"SD",10
"37981","Male","<25","Black","Republican",1,"SD",2
"37982","Male","<25","Non-Hispanic White","Democratic",1,"SD",2810
"37983","Male","<25","Non-Hispanic White","Other",1,"SD",4428
"37984","Male","<25","Non-Hispanic White","Republican",1,"SD",6066
"37985","Male","<25","Other","Democratic",1,"SD",834
"37986","Male","<25","Other","Other",1,"SD",1158
"37987","Male","<25","Other","Republican",1,"SD",1353
"37988","Male",">65","Black","Democratic",1,"SD",44
"37989","Male",">65","Black","Other",1,"SD",11
"37990","Male",">65","Black","Republican",1,"SD",9
"37991","Male",">65","Non-Hispanic White","Democratic",1,"SD",16151
"37992","Male",">65","Non-Hispanic White","Other",1,"SD",8512
"37993","Male",">65","Non-Hispanic White","Republican",1,"SD",26380
"37994","Male",">65","Other","Democratic",1,"SD",3171
"37995","Male",">65","Other","Other",1,"SD",1632
"37996","Male",">65","Other","Republican",1,"SD",4489
"37997","Female","25-34","Black","Democratic",1,"TN",61
"37998","Female","25-34","Black","Democratic",2,"TN",329
"37999","Female","25-34","Black","Democratic",3,"TN",820
"38000","Female","25-34","Black","Democratic",4,"TN",472
"38001","Female","25-34","Black","Democratic",5,"TN",2604
"38002","Female","25-34","Black","Democratic",6,"TN",223
"38003","Female","25-34","Black","Democratic",7,"TN",694
"38004","Female","25-34","Black","Democratic",8,"TN",1583
"38005","Female","25-34","Black","Democratic",9,"TN",7153
"38006","Female","25-34","Black","Other",1,"TN",356
"38007","Female","25-34","Black","Other",2,"TN",1420
"38008","Female","25-34","Black","Other",3,"TN",2833
"38009","Female","25-34","Black","Other",4,"TN",1694
"38010","Female","25-34","Black","Other",5,"TN",7245
"38011","Female","25-34","Black","Other",6,"TN",665
"38012","Female","25-34","Black","Other",7,"TN",2160
"38013","Female","25-34","Black","Other",8,"TN",5032
"38014","Female","25-34","Black","Other",9,"TN",22160
"38015","Female","25-34","Black","Republican",1,"TN",14
"38016","Female","25-34","Black","Republican",2,"TN",29
"38017","Female","25-34","Black","Republican",3,"TN",70
"38018","Female","25-34","Black","Republican",4,"TN",40
"38019","Female","25-34","Black","Republican",5,"TN",98
"38020","Female","25-34","Black","Republican",6,"TN",19
"38021","Female","25-34","Black","Republican",7,"TN",41
"38022","Female","25-34","Black","Republican",8,"TN",111
"38023","Female","25-34","Black","Republican",9,"TN",187
"38024","Female","25-34","Non-Hispanic White","Democratic",1,"TN",1871
"38025","Female","25-34","Non-Hispanic White","Democratic",2,"TN",2932
"38026","Female","25-34","Non-Hispanic White","Democratic",3,"TN",2670
"38027","Female","25-34","Non-Hispanic White","Democratic",4,"TN",2621
"38028","Female","25-34","Non-Hispanic White","Democratic",5,"TN",4388
"38029","Female","25-34","Non-Hispanic White","Democratic",6,"TN",2544
"38030","Female","25-34","Non-Hispanic White","Democratic",7,"TN",2260
"38031","Female","25-34","Non-Hispanic White","Democratic",8,"TN",1694
"38032","Female","25-34","Non-Hispanic White","Democratic",9,"TN",1617
"38033","Female","25-34","Non-Hispanic White","Other",1,"TN",14661
"38034","Female","25-34","Non-Hispanic White","Other",2,"TN",16081
"38035","Female","25-34","Non-Hispanic White","Other",3,"TN",14791
"38036","Female","25-34","Non-Hispanic White","Other",4,"TN",14686
"38037","Female","25-34","Non-Hispanic White","Other",5,"TN",15161
"38038","Female","25-34","Non-Hispanic White","Other",6,"TN",14038
"38039","Female","25-34","Non-Hispanic White","Other",7,"TN",14697
"38040","Female","25-34","Non-Hispanic White","Other",8,"TN",12574
"38041","Female","25-34","Non-Hispanic White","Other",9,"TN",5979
"38042","Female","25-34","Non-Hispanic White","Republican",1,"TN",5650
"38043","Female","25-34","Non-Hispanic White","Republican",2,"TN",5892
"38044","Female","25-34","Non-Hispanic White","Republican",3,"TN",5727
"38045","Female","25-34","Non-Hispanic White","Republican",4,"TN",5672
"38046","Female","25-34","Non-Hispanic White","Republican",5,"TN",4388
"38047","Female","25-34","Non-Hispanic White","Republican",6,"TN",5792
"38048","Female","25-34","Non-Hispanic White","Republican",7,"TN",5382
"38049","Female","25-34","Non-Hispanic White","Republican",8,"TN",5848
"38050","Female","25-34","Non-Hispanic White","Republican",9,"TN",1565
"38051","Female","25-34","Other","Democratic",1,"TN",225
"38052","Female","25-34","Other","Democratic",2,"TN",445
"38053","Female","25-34","Other","Democratic",3,"TN",370
"38054","Female","25-34","Other","Democratic",4,"TN",350
"38055","Female","25-34","Other","Democratic",5,"TN",989
"38056","Female","25-34","Other","Democratic",6,"TN",307
"38057","Female","25-34","Other","Democratic",7,"TN",325
"38058","Female","25-34","Other","Democratic",8,"TN",282
"38059","Female","25-34","Other","Democratic",9,"TN",395
"38060","Female","25-34","Other","Other",1,"TN",1960
"38061","Female","25-34","Other","Other",2,"TN",2523
"38062","Female","25-34","Other","Other",3,"TN",2351
"38063","Female","25-34","Other","Other",4,"TN",2591
"38064","Female","25-34","Other","Other",5,"TN",3953
"38065","Female","25-34","Other","Other",6,"TN",2031
"38066","Female","25-34","Other","Other",7,"TN",2723
"38067","Female","25-34","Other","Other",8,"TN",1900
"38068","Female","25-34","Other","Other",9,"TN",1955
"38069","Female","25-34","Other","Other",NA,"TN",1
"38070","Female","25-34","Other","Republican",1,"TN",450
"38071","Female","25-34","Other","Republican",2,"TN",625
"38072","Female","25-34","Other","Republican",3,"TN",608
"38073","Female","25-34","Other","Republican",4,"TN",581
"38074","Female","25-34","Other","Republican",5,"TN",630
"38075","Female","25-34","Other","Republican",6,"TN",558
"38076","Female","25-34","Other","Republican",7,"TN",596
"38077","Female","25-34","Other","Republican",8,"TN",588
"38078","Female","25-34","Other","Republican",9,"TN",201
"38079","Female","35-44","Black","Democratic",1,"TN",71
"38080","Female","35-44","Black","Democratic",2,"TN",516
"38081","Female","35-44","Black","Democratic",3,"TN",1453
"38082","Female","35-44","Black","Democratic",4,"TN",922
"38083","Female","35-44","Black","Democratic",5,"TN",4187
"38084","Female","35-44","Black","Democratic",6,"TN",412
"38085","Female","35-44","Black","Democratic",7,"TN",1145
"38086","Female","35-44","Black","Democratic",8,"TN",3016
"38087","Female","35-44","Black","Democratic",9,"TN",11944
"38088","Female","35-44","Black","Other",1,"TN",219
"38089","Female","35-44","Black","Other",2,"TN",1190
"38090","Female","35-44","Black","Other",3,"TN",1979
"38091","Female","35-44","Black","Other",4,"TN",1217
"38092","Female","35-44","Black","Other",5,"TN",3889
"38093","Female","35-44","Black","Other",6,"TN",468
"38094","Female","35-44","Black","Other",7,"TN",1398
"38095","Female","35-44","Black","Other",8,"TN",3223
"38096","Female","35-44","Black","Other",9,"TN",12247
"38097","Female","35-44","Black","Other",NA,"TN",1
"38098","Female","35-44","Black","Republican",1,"TN",17
"38099","Female","35-44","Black","Republican",2,"TN",64
"38100","Female","35-44","Black","Republican",3,"TN",88
"38101","Female","35-44","Black","Republican",4,"TN",72
"38102","Female","35-44","Black","Republican",5,"TN",137
"38103","Female","35-44","Black","Republican",6,"TN",35
"38104","Female","35-44","Black","Republican",7,"TN",85
"38105","Female","35-44","Black","Republican",8,"TN",159
"38106","Female","35-44","Black","Republican",9,"TN",274
"38107","Female","35-44","Non-Hispanic White","Democratic",1,"TN",2340
"38108","Female","35-44","Non-Hispanic White","Democratic",2,"TN",3474
"38109","Female","35-44","Non-Hispanic White","Democratic",3,"TN",3766
"38110","Female","35-44","Non-Hispanic White","Democratic",4,"TN",3953
"38111","Female","35-44","Non-Hispanic White","Democratic",5,"TN",4861
"38112","Female","35-44","Non-Hispanic White","Democratic",6,"TN",4098
"38113","Female","35-44","Non-Hispanic White","Democratic",7,"TN",3586
"38114","Female","35-44","Non-Hispanic White","Democratic",8,"TN",2640
"38115","Female","35-44","Non-Hispanic White","Democratic",9,"TN",1959
"38116","Female","35-44","Non-Hispanic White","Other",1,"TN",11648
"38117","Female","35-44","Non-Hispanic White","Other",2,"TN",13301
"38118","Female","35-44","Non-Hispanic White","Other",3,"TN",12181
"38119","Female","35-44","Non-Hispanic White","Other",4,"TN",11139
"38120","Female","35-44","Non-Hispanic White","Other",5,"TN",8097
"38121","Female","35-44","Non-Hispanic White","Other",6,"TN",11081
"38122","Female","35-44","Non-Hispanic White","Other",7,"TN",11868
"38123","Female","35-44","Non-Hispanic White","Other",8,"TN",9102
"38124","Female","35-44","Non-Hispanic White","Other",9,"TN",3663
"38125","Female","35-44","Non-Hispanic White","Other",NA,"TN",1
"38126","Female","35-44","Non-Hispanic White","Republican",1,"TN",9573
"38127","Female","35-44","Non-Hispanic White","Republican",2,"TN",9453
"38128","Female","35-44","Non-Hispanic White","Republican",3,"TN",8969
"38129","Female","35-44","Non-Hispanic White","Republican",4,"TN",9514
"38130","Female","35-44","Non-Hispanic White","Republican",5,"TN",5136
"38131","Female","35-44","Non-Hispanic White","Republican",6,"TN",10310
"38132","Female","35-44","Non-Hispanic White","Republican",7,"TN",9859
"38133","Female","35-44","Non-Hispanic White","Republican",8,"TN",9688
"38134","Female","35-44","Non-Hispanic White","Republican",9,"TN",1691
"38135","Female","35-44","Other","Democratic",1,"TN",228
"38136","Female","35-44","Other","Democratic",2,"TN",441
"38137","Female","35-44","Other","Democratic",3,"TN",373
"38138","Female","35-44","Other","Democratic",4,"TN",515
"38139","Female","35-44","Other","Democratic",5,"TN",962
"38140","Female","35-44","Other","Democratic",6,"TN",407
"38141","Female","35-44","Other","Democratic",7,"TN",493
"38142","Female","35-44","Other","Democratic",8,"TN",398
"38143","Female","35-44","Other","Democratic",9,"TN",435
"38144","Female","35-44","Other","Other",1,"TN",1361
"38145","Female","35-44","Other","Other",2,"TN",1946
"38146","Female","35-44","Other","Other",3,"TN",1804
"38147","Female","35-44","Other","Other",4,"TN",1841
"38148","Female","35-44","Other","Other",5,"TN",2394
"38149","Female","35-44","Other","Other",6,"TN",1562
"38150","Female","35-44","Other","Other",7,"TN",2138
"38151","Female","35-44","Other","Other",8,"TN",1626
"38152","Female","35-44","Other","Other",9,"TN",1172
"38153","Female","35-44","Other","Republican",1,"TN",696
"38154","Female","35-44","Other","Republican",2,"TN",848
"38155","Female","35-44","Other","Republican",3,"TN",783
"38156","Female","35-44","Other","Republican",4,"TN",932
"38157","Female","35-44","Other","Republican",5,"TN",655
"38158","Female","35-44","Other","Republican",6,"TN",863
"38159","Female","35-44","Other","Republican",7,"TN",1048
"38160","Female","35-44","Other","Republican",8,"TN",884
"38161","Female","35-44","Other","Republican",9,"TN",216
"38162","Female","45-54","Black","Democratic",1,"TN",116
"38163","Female","45-54","Black","Democratic",2,"TN",778
"38164","Female","45-54","Black","Democratic",3,"TN",2015
"38165","Female","45-54","Black","Democratic",4,"TN",1208
"38166","Female","45-54","Black","Democratic",5,"TN",5150
"38167","Female","45-54","Black","Democratic",6,"TN",581
"38168","Female","45-54","Black","Democratic",7,"TN",1602
"38169","Female","45-54","Black","Democratic",8,"TN",4397
"38170","Female","45-54","Black","Democratic",9,"TN",15889
"38171","Female","45-54","Black","Other",1,"TN",183
"38172","Female","45-54","Black","Other",2,"TN",811
"38173","Female","45-54","Black","Other",3,"TN",1665
"38174","Female","45-54","Black","Other",4,"TN",873
"38175","Female","45-54","Black","Other",5,"TN",2776
"38176","Female","45-54","Black","Other",6,"TN",331
"38177","Female","45-54","Black","Other",7,"TN",1142
"38178","Female","45-54","Black","Other",8,"TN",2436
"38179","Female","45-54","Black","Other",9,"TN",8310
"38180","Female","45-54","Black","Republican",1,"TN",32
"38181","Female","45-54","Black","Republican",2,"TN",80
"38182","Female","45-54","Black","Republican",3,"TN",143
"38183","Female","45-54","Black","Republican",4,"TN",86
"38184","Female","45-54","Black","Republican",5,"TN",154
"38185","Female","45-54","Black","Republican",6,"TN",41
"38186","Female","45-54","Black","Republican",7,"TN",135
"38187","Female","45-54","Black","Republican",8,"TN",248
"38188","Female","45-54","Black","Republican",9,"TN",342
"38189","Female","45-54","Non-Hispanic White","Democratic",1,"TN",3474
"38190","Female","45-54","Non-Hispanic White","Democratic",2,"TN",4671
"38191","Female","45-54","Non-Hispanic White","Democratic",3,"TN",4873
"38192","Female","45-54","Non-Hispanic White","Democratic",4,"TN",5492
"38193","Female","45-54","Non-Hispanic White","Democratic",5,"TN",5410
"38194","Female","45-54","Non-Hispanic White","Democratic",6,"TN",6243
"38195","Female","45-54","Non-Hispanic White","Democratic",7,"TN",5231
"38196","Female","45-54","Non-Hispanic White","Democratic",8,"TN",3803
"38197","Female","45-54","Non-Hispanic White","Democratic",9,"TN",2163
"38198","Female","45-54","Non-Hispanic White","Democratic",NA,"TN",1
"38199","Female","45-54","Non-Hispanic White","Other",1,"TN",11796
"38200","Female","45-54","Non-Hispanic White","Other",2,"TN",12420
"38201","Female","45-54","Non-Hispanic White","Other",3,"TN",11357
"38202","Female","45-54","Non-Hispanic White","Other",4,"TN",9883
"38203","Female","45-54","Non-Hispanic White","Other",5,"TN",6489
"38204","Female","45-54","Non-Hispanic White","Other",6,"TN",10864
"38205","Female","45-54","Non-Hispanic White","Other",7,"TN",10897
"38206","Female","45-54","Non-Hispanic White","Other",8,"TN",8863
"38207","Female","45-54","Non-Hispanic White","Other",9,"TN",2964
"38208","Female","45-54","Non-Hispanic White","Republican",1,"TN",15451
"38209","Female","45-54","Non-Hispanic White","Republican",2,"TN",14854
"38210","Female","45-54","Non-Hispanic White","Republican",3,"TN",13646
"38211","Female","45-54","Non-Hispanic White","Republican",4,"TN",13806
"38212","Female","45-54","Non-Hispanic White","Republican",5,"TN",7429
"38213","Female","45-54","Non-Hispanic White","Republican",6,"TN",15897
"38214","Female","45-54","Non-Hispanic White","Republican",7,"TN",15170
"38215","Female","45-54","Non-Hispanic White","Republican",8,"TN",15243
"38216","Female","45-54","Non-Hispanic White","Republican",9,"TN",2980
"38217","Female","45-54","Non-Hispanic White","Republican",NA,"TN",1
"38218","Female","45-54","Other","Democratic",1,"TN",297
"38219","Female","45-54","Other","Democratic",2,"TN",533
"38220","Female","45-54","Other","Democratic",3,"TN",470
"38221","Female","45-54","Other","Democratic",4,"TN",569
"38222","Female","45-54","Other","Democratic",5,"TN",887
"38223","Female","45-54","Other","Democratic",6,"TN",522
"38224","Female","45-54","Other","Democratic",7,"TN",616
"38225","Female","45-54","Other","Democratic",8,"TN",513
"38226","Female","45-54","Other","Democratic",9,"TN",379
"38227","Female","45-54","Other","Other",1,"TN",1251
"38228","Female","45-54","Other","Other",2,"TN",1721
"38229","Female","45-54","Other","Other",3,"TN",1488
"38230","Female","45-54","Other","Other",4,"TN",1533
"38231","Female","45-54","Other","Other",5,"TN",1701
"38232","Female","45-54","Other","Other",6,"TN",1289
"38233","Female","45-54","Other","Other",7,"TN",1812
"38234","Female","45-54","Other","Other",8,"TN",1356
"38235","Female","45-54","Other","Other",9,"TN",785
"38236","Female","45-54","Other","Republican",1,"TN",1020
"38237","Female","45-54","Other","Republican",2,"TN",1234
"38238","Female","45-54","Other","Republican",3,"TN",1094
"38239","Female","45-54","Other","Republican",4,"TN",1185
"38240","Female","45-54","Other","Republican",5,"TN",845
"38241","Female","45-54","Other","Republican",6,"TN",1220
"38242","Female","45-54","Other","Republican",7,"TN",1515
"38243","Female","45-54","Other","Republican",8,"TN",1332
"38244","Female","45-54","Other","Republican",9,"TN",329
"38245","Female","55-64","Black","Democratic",1,"TN",242
"38246","Female","55-64","Black","Democratic",2,"TN",1037
"38247","Female","55-64","Black","Democratic",3,"TN",2694
"38248","Female","55-64","Black","Democratic",4,"TN",1369
"38249","Female","55-64","Black","Democratic",5,"TN",5982
"38250","Female","55-64","Black","Democratic",6,"TN",748
"38251","Female","55-64","Black","Democratic",7,"TN",1996
