"","metro_status","weight_w","vote_choice","likely_voter","sex","age","race","income","party","census_region"
"8573","Metropolitan",2.927404178,"Democrat",1,"Male","50-64","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8574","Metropolitan",0.4433832288,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Democratic","North Central"
"8575","Metropolitan",1.6117631821,"Democrat",1,"Female","30-49","Other","$75k-$100k","Democratic","North Central"
"8576","Metropolitan",0.3208277029,"Democrat",1,"Female","18-29","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8577","Metropolitan",0.8358553545,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Other","North Central"
"8578","Metropolitan",0.3528200233,"Unsure/Other",1,"Male","18-29","Non-Hispanic White","less than $30k","Other","North Central"
"8579","Metropolitan",0.3965380926,"Unsure/Other",0,"Female","50-64","Non-Hispanic White","$30k-$50k","Other","North Central"
"8580","Metropolitan",0.3620091398,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8581","Metropolitan",0.4212166738,"Republican",1,"Female","30-49","Non-Hispanic White","$150k or more","Republican","North Central"
"8582","Metropolitan",0.3733552704,"Democrat",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8583","Metropolitan",0.5037965662,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Other","North Central"
"8584","Non-metropolitan",0.6788789529,"Unsure/Other",1,"Female","65+","Non-Hispanic White","less than $30k","Other","North Central"
"8585","Metropolitan",4.7739299663,"Republican",0,"Male","30-49","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8586","Non-metropolitan",2.1676784147,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8587","Non-metropolitan",0.5935538517,"Unsure/Other",1,"Female","65+","Non-Hispanic White","$30k-$50k","Other","North Central"
"8588","Metropolitan",0.407765022,"Republican",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8589","Metropolitan",0.9829706422,"Democrat",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8590","Metropolitan",2.576899598,"Democrat",1,"Male","18-29","Other","$30k-$50k","Other","North Central"
"8591","Metropolitan",1.3443573526,"Democrat",1,"Male","65+","Non-Hispanic White","less than $30k","Other","North Central"
"8592","Metropolitan",0.1156189196,"Democrat",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8593","Metropolitan",1.9670820572,"Democrat",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8594","Metropolitan",0.2152957998,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8595","Metropolitan",0.3479486994,"Democrat",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Other","North Central"
"8596","Non-metropolitan",2.6401430969,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8597","Non-metropolitan",0.2232527631,"Unsure/Other",1,"Female","65+","Non-Hispanic White","$50k-$75k","Other","North Central"
"8598","Non-metropolitan",0.1479677655,"Democrat",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8599","Non-metropolitan",0.2353431586,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8600","Metropolitan",0.1953146557,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8601","Metropolitan",1.1974955438,"Republican",1,"Female","65+","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8602","Non-metropolitan",0.2496752558,"Democrat",1,"Male","50-64","Non-Hispanic White","less than $30k","Democratic","North Central"
"8603","Metropolitan",1.1262161339,"Unsure/Other",0,"Female","30-49","Non-Hispanic White","$30k-$50k","Other","North Central"
"8604","Non-metropolitan",0.617094728,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$150k or more","Other","North Central"
"8605","Metropolitan",0.6553476312,"Republican",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8606","Non-metropolitan",0.4617627756,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Other","North Central"
"8607","Non-metropolitan",0.8053316683,"Republican",0,"Female","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8608","Non-metropolitan",0.9874648452,"Democrat",1,"Male","50-64","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8609","Non-metropolitan",1.3427483636,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$150k or more","Republican","North Central"
"8610","Metropolitan",1.2527653487,"Unsure/Other",0,"Female","50-64","Non-Hispanic White","less than $30k","Other","North Central"
"8611","Metropolitan",0.3247652902,"Democrat",1,"Male","65+","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8612","Non-metropolitan",0.3515318437,"Unsure/Other",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8613","Metropolitan",1.31277812,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8614","Non-metropolitan",0.3137777234,"Democrat",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8615","Metropolitan",0.1847827394,"Democrat",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8616","Metropolitan",0.6242651878,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Democratic","North Central"
"8617","Metropolitan",0.6304235734,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8618","Metropolitan",0.2710396005,"Unsure/Other",1,"Female","18-29","Non-Hispanic White","less than $30k","Other","North Central"
"8619","Metropolitan",2.0001537044,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8620","Metropolitan",0.8962063974,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8621","Metropolitan",3.0888431453,"Unsure/Other",0,"Female","18-29","Non-Hispanic White","less than $30k","Republican","North Central"
"8622","Metropolitan",0.322951146,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8623","Metropolitan",1.7641041236,"Democrat",1,"Male","18-29","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8624","Metropolitan",0.2679044414,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8625","Non-metropolitan",0.2615649912,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8626","Metropolitan",0.3748598176,"Republican",1,"Male","65+","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8627","Non-metropolitan",0.5308364365,"Unsure/Other",1,"Female","18-29","Non-Hispanic White","less than $30k","Other","North Central"
"8628","Metropolitan",0.3619557765,"Democrat",1,"Male","18-29","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8629","Metropolitan",0.1116021996,"Republican",1,"Male","50-64","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8630","Metropolitan",0.7308962526,"Unsure/Other",1,"Female","65+","Non-Hispanic White","less than $30k","Other","North Central"
"8631","Non-metropolitan",0.2162818746,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8632","Metropolitan",1.3827699189,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Other","North Central"
"8633","Metropolitan",1.1236379026,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8634","Metropolitan",2.3661326524,"Republican",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8635","Metropolitan",0.8230056765,"Unsure/Other",0,"Female","50-64","Non-Hispanic White","$75k-$100k","Other","North Central"
"8636","Metropolitan",3.9281193547,"Democrat",1,"Male","65+","Non-Hispanic White","$75k-$100k","Other","North Central"
"8637","Metropolitan",0.4333178487,"Republican",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8638","Metropolitan",0.1686063082,"Republican",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8639","Metropolitan",0.4212166738,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8640","Metropolitan",0.7127109904,"Democrat",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8641","Metropolitan",0.4536708197,"Unsure/Other",1,"Male","65+","Non-Hispanic White","$30k-$50k","Other","North Central"
"8642","Metropolitan",0.2248296836,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Republican","North Central"
"8643","Metropolitan",0.6144215907,"Republican",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8644","Metropolitan",1.0881141899,"Republican",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8645","Metropolitan",0.3369810879,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8646","Non-metropolitan",0.468161593,"Republican",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8647","Non-metropolitan",0.2967769261,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Other","North Central"
"8648","Metropolitan",1.3834409259,"Republican",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8649","Metropolitan",0.6556940194,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8650","Metropolitan",2.5709473907,"Democrat",1,"Female","18-29","Non-Hispanic White","$75k-$100k","Other","North Central"
"8651","Metropolitan",0.347403168,"Democrat",1,"Male","65+","Non-Hispanic White","$150k or more","Other","North Central"
"8652","Metropolitan",0.6541480212,"Democrat",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Other","North Central"
"8653","Metropolitan",0.4471651641,"Republican",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8654","Metropolitan",1.8334414082,"Republican",1,"Male","65+","Non-Hispanic White","less than $30k","Republican","North Central"
"8655","Metropolitan",0.3175445427,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","less than $30k","Republican","North Central"
"8656","Metropolitan",0.4126835166,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Other","North Central"
"8657","Metropolitan",0.670196926,"Republican",0,"Female","18-29","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8658","Metropolitan",0.1847827394,"Democrat",1,"Male","50-64","Non-Hispanic White","$150k or more","Democratic","North Central"
"8659","Metropolitan",0.1287321281,"Democrat",1,"Female","18-29","Non-Hispanic White","less than $30k","Democratic","North Central"
"8660","Metropolitan",0.4484906846,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8661","Metropolitan",0.220446416,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8662","Metropolitan",0.8404872458,"Democrat",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8663","Metropolitan",0.4202823822,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8664","Metropolitan",1.0804466234,"Republican",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8665","Metropolitan",1.1461365001,"Unsure/Other",1,"Female","30-49","Other","$30k-$50k","Other","North Central"
"8666","Metropolitan",1.428268054,"Democrat",1,"Female","30-49","Black","$75k-$100k","Democratic","North Central"
"8667","Metropolitan",0.4843211023,"Democrat",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8668","Metropolitan",0.2101411913,"Democrat",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8669","Metropolitan",2.4936133699,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8670","Metropolitan",0.5769345288,"Democrat",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8671","Metropolitan",0.5220327433,"Republican",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8672","Metropolitan",1.3029187846,"Democrat",1,"Male","30-49","Black","$30k-$50k","Other","North Central"
"8673","Metropolitan",1.3787413938,"Democrat",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8674","Non-metropolitan",1.2687626093,"Democrat",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8675","Metropolitan",1.8601944935,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Democratic","North Central"
"8676","Metropolitan",0.3869400515,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Republican","North Central"
"8677","Non-metropolitan",3.4313730456,"Republican",1,"Male","DK/REF","Non-Hispanic White","$50k-$75k","Other","North Central"
"8678","Metropolitan",0.2989937896,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8679","Metropolitan",1.1463397309,"Republican",1,"Female","65+","Non-Hispanic White","less than $30k","Republican","North Central"
"8680","Metropolitan",0.2048347351,"Democrat",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8681","Metropolitan",2.1889647007,"Republican",1,"Male","18-29","Non-Hispanic White","$150k or more","Other","North Central"
"8682","Metropolitan",0.3288417586,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Other","North Central"
"8683","Metropolitan",1.8380164174,"Republican",1,"Female","18-29","Non-Hispanic White","$150k or more","Republican","North Central"
"8684","Metropolitan",0.6784772356,"Democrat",1,"Female","65+","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8685","Metropolitan",0.6541480212,"Unsure/Other",0,"Male","50-64","Non-Hispanic White","$30k-$50k","Other","North Central"
"8686","Metropolitan",0.5219230493,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$150k or more","Other","North Central"
"8687","Metropolitan",0.7200588926,"Democrat",1,"Female","18-29","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8688","Non-metropolitan",0.3828514561,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8689","Metropolitan",0.1809778884,"Democrat",1,"Male","18-29","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8690","Metropolitan",0.2883623283,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Other","North Central"
"8691","Metropolitan",0.5359793385,"Republican",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8692","Metropolitan",3.1498097865,"Democrat",1,"Female","18-29","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8693","Metropolitan",0.6529299525,"Democrat",1,"Male","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8694","Metropolitan",0.7020293771,"Democrat",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Other","North Central"
"8695","Metropolitan",0.287384891,"Democrat",1,"Male","65+","Non-Hispanic White","$75k-$100k","Democratic","North Central"
